date,department,total_beds,occupied_beds,occupancy_rate_pct
2023-06-19,Cardiology,40,31,77.5
2023-06-19,Orthopedics,35,18,51.4
2023-06-19,Neurology,30,26,86.7
2023-06-19,Oncology,45,36,80.0
2023-06-19,General Surgery,50,44,88.0
2023-06-19,Pediatrics,25,16,64.0
2023-06-19,ICU,20,13,65.0
2023-06-20,Emergency,30,28,93.3
2023-06-20,Cardiology,40,35,87.5
2023-06-20,Orthopedics,35,25,71.4
2023-06-20,Neurology,30,26,86.7
2023-06-20,Oncology,45,24,53.3
2023-06-20,General Surgery,50,42,84.0
2023-06-20,Pediatrics,25,19,76.0
2023-06-20,ICU,20,14,70.0
2023-06-21,Emergency,30,15,50.0
2023-06-21,Cardiology,40,26,65.0
2023-06-21,Orthopedics,35,32,91.4
2023-06-21,Neurology,30,17,56.7
2023-06-21,Oncology,45,29,64.4
2023-06-21,General Surgery,50,32,64.0
2023-06-21,Pediatrics,25,14,56.0
2023-06-21,ICU,20,20,100.0
2023-06-22,Emergency,30,22,73.3
2023-06-22,Cardiology,40,28,70.0
2023-06-22,Orthopedics,35,34,97.1
2023-06-22,Neurology,30,16,53.3
2023-06-22,Oncology,45,24,53.3
2023-06-22,General Surgery,50,47,94.0
2023-06-22,Pediatrics,25,16,64.0
2023-06-22,ICU,20,15,75.0
2023-06-23,Emergency,30,18,60.0
2023-06-23,Cardiology,40,33,82.5
2023-06-23,Orthopedics,35,24,68.6
2023-06-23,Neurology,30,22,73.3
2023-06-23,Oncology,45,44,97.8
2023-06-23,General Surgery,50,34,68.0
2023-06-23,Pediatrics,25,24,96.0
2023-06-23,ICU,20,19,95.0
2023-06-24,Emergency,30,25,83.3
2023-06-24,Cardiology,40,26,65.0
2023-06-24,Orthopedics,35,32,91.4
2023-06-24,Neurology,30,25,83.3
2023-06-24,Oncology,45,26,57.8
2023-06-24,General Surgery,50,27,54.0
2023-06-24,Pediatrics,25,17,68.0
2023-06-24,ICU,20,13,65.0
2023-06-25,Emergency,30,28,93.3
2023-06-25,Cardiology,40,27,67.5
2023-06-25,Orthopedics,35,34,97.1
2023-06-25,Neurology,30,19,63.3
2023-06-25,Oncology,45,42,93.3
2023-06-25,General Surgery,50,35,70.0
2023-06-25,Pediatrics,25,14,56.0
2023-06-25,ICU,20,15,75.0
2023-06-26,Emergency,30,16,53.3
2023-06-26,Cardiology,40,35,87.5
2023-06-26,Orthopedics,35,26,74.3
2023-06-26,Neurology,30,19,63.3
2023-06-26,Oncology,45,40,88.9
2023-06-26,General Surgery,50,37,74.0
2023-06-26,Pediatrics,25,14,56.0
2023-06-26,ICU,20,16,80.0
2023-06-27,Emergency,30,27,90.0
2023-06-27,Cardiology,40,25,62.5
2023-06-27,Orthopedics,35,19,54.3
2023-06-27,Neurology,30,26,86.7
2023-06-27,Oncology,45,32,71.1
2023-06-27,General Surgery,50,50,100.0
2023-06-27,Pediatrics,25,23,92.0
2023-06-27,ICU,20,12,60.0
2023-06-28,Emergency,30,15,50.0
2023-06-28,Cardiology,40,34,85.0
2023-06-28,Orthopedics,35,28,80.0
2023-06-28,Neurology,30,25,83.3
2023-06-28,Oncology,45,38,84.4
2023-06-28,General Surgery,50,38,76.0
2023-06-28,Pediatrics,25,23,92.0
2023-06-28,ICU,20,14,70.0
2023-06-29,Emergency,30,21,70.0
2023-06-29,Cardiology,40,40,100.0
2023-06-29,Orthopedics,35,24,68.6
2023-06-29,Neurology,30,30,100.0
2023-06-29,Oncology,45,30,66.7
2023-06-29,General Surgery,50,36,72.0
2023-06-29,Pediatrics,25,15,60.0
2023-06-29,ICU,20,11,55.0
2023-06-30,Emergency,30,29,96.7
2023-06-30,Cardiology,40,28,70.0
2023-06-30,Orthopedics,35,23,65.7
2023-06-30,Neurology,30,21,70.0
2023-06-30,Oncology,45,38,84.4
2023-06-30,General Surgery,50,31,62.0
2023-06-30,Pediatrics,25,15,60.0
2023-06-30,ICU,20,13,65.0
2023-07-01,Emergency,30,18,60.0
2023-07-01,Cardiology,40,21,52.5
2023-07-01,Orthopedics,35,20,57.1
2023-07-01,Neurology,30,27,90.0
2023-07-01,Oncology,45,38,84.4
2023-07-01,General Surgery,50,50,100.0
2023-07-01,Pediatrics,25,21,84.0
2023-07-01,ICU,20,17,85.0
2023-07-02,Emergency,30,22,73.3
2023-07-02,Cardiology,40,38,95.0
2023-07-02,Orthopedics,35,32,91.4
2023-07-02,Neurology,30,26,86.7
2023-07-02,Oncology,45,34,75.6
2023-07-02,General Surgery,50,50,100.0
2023-07-02,Pediatrics,25,13,52.0
2023-07-02,ICU,20,17,85.0
2023-07-03,Emergency,30,16,53.3
2023-07-03,Cardiology,40,23,57.5
2023-07-03,Orthopedics,35,28,80.0
2023-07-03,Neurology,30,29,96.7
2023-07-03,Oncology,45,22,48.9
2023-07-03,General Surgery,50,25,50.0
2023-07-03,Pediatrics,25,19,76.0
2023-07-03,ICU,20,13,65.0
2023-07-04,Emergency,30,26,86.7
2023-07-04,Cardiology,40,39,97.5
2023-07-04,Orthopedics,35,24,68.6
2023-07-04,Neurology,30,27,90.0
2023-07-04,Oncology,45,34,75.6
2023-07-04,General Surgery,50,29,58.0
2023-07-04,Pediatrics,25,21,84.0
2023-07-04,ICU,20,13,65.0
2023-07-05,Emergency,30,15,50.0
2023-07-05,Cardiology,40,20,50.0
2023-07-05,Orthopedics,35,30,85.7
2023-07-05,Neurology,30,22,73.3
2023-07-05,Oncology,45,33,73.3
2023-07-05,General Surgery,50,46,92.0
2023-07-05,Pediatrics,25,15,60.0
2023-07-05,ICU,20,12,60.0
2023-07-06,Emergency,30,15,50.0
2023-07-06,Cardiology,40,23,57.5
2023-07-06,Orthopedics,35,21,60.0
2023-07-06,Neurology,30,22,73.3
2023-07-06,Oncology,45,36,80.0
2023-07-06,General Surgery,50,49,98.0
2023-07-06,Pediatrics,25,17,68.0
2023-07-06,ICU,20,16,80.0
2023-07-07,Emergency,30,23,76.7
2023-07-07,Cardiology,40,31,77.5
2023-07-07,Orthopedics,35,23,65.7
2023-07-07,Neurology,30,18,60.0
2023-07-07,Oncology,45,35,77.8
2023-07-07,General Surgery,50,43,86.0
2023-07-07,Pediatrics,25,21,84.0
2023-07-07,ICU,20,14,70.0
2023-07-08,Emergency,30,19,63.3
2023-07-08,Cardiology,40,27,67.5
2023-07-08,Orthopedics,35,32,91.4
2023-07-08,Neurology,30,27,90.0
2023-07-08,Oncology,45,25,55.6
2023-07-08,General Surgery,50,36,72.0
2023-07-08,Pediatrics,25,23,92.0
2023-07-08,ICU,20,19,95.0
2023-07-09,Emergency,30,15,50.0
2023-07-09,Cardiology,40,28,70.0
2023-07-09,Orthopedics,35,18,51.4
2023-07-09,Neurology,30,30,100.0
2023-07-09,Oncology,45,29,64.4
2023-07-09,General Surgery,50,41,82.0
2023-07-09,Pediatrics,25,18,72.0
2023-07-09,ICU,20,18,90.0
2023-07-10,Emergency,30,26,86.7
2023-07-10,Cardiology,40,27,67.5
2023-07-10,Orthopedics,35,27,77.1
2023-07-10,Neurology,30,16,53.3
2023-07-10,Oncology,45,26,57.8
2023-07-10,General Surgery,50,34,68.0
2023-07-10,Pediatrics,25,15,60.0
2023-07-10,ICU,20,14,70.0
2023-07-11,Emergency,30,28,93.3
2023-07-11,Cardiology,40,40,100.0
2023-07-11,Orthopedics,35,24,68.6
2023-07-11,Neurology,30,19,63.3
2023-07-11,Oncology,45,28,62.2
2023-07-11,General Surgery,50,33,66.0
2023-07-11,Pediatrics,25,14,56.0
2023-07-11,ICU,20,11,55.0
2023-07-12,Emergency,30,18,60.0
2023-07-12,Cardiology,40,27,67.5
2023-07-12,Orthopedics,35,34,97.1
2023-07-12,Neurology,30,20,66.7
2023-07-12,Oncology,45,31,68.9
2023-07-12,General Surgery,50,49,98.0
2023-07-12,Pediatrics,25,17,68.0
2023-07-12,ICU,20,11,55.0
2023-07-13,Emergency,30,17,56.7
2023-07-13,Cardiology,40,38,95.0
2023-07-13,Orthopedics,35,25,71.4
2023-07-13,Neurology,30,15,50.0
2023-07-13,Oncology,45,29,64.4
2023-07-13,General Surgery,50,44,88.0
2023-07-13,Pediatrics,25,18,72.0
2023-07-13,ICU,20,10,50.0
2023-07-14,Emergency,30,16,53.3
2023-07-14,Cardiology,40,25,62.5
2023-07-14,Orthopedics,35,25,71.4
2023-07-14,Neurology,30,29,96.7
2023-07-14,Oncology,45,29,64.4
2023-07-14,General Surgery,50,25,50.0
2023-07-14,Pediatrics,25,23,92.0
2023-07-14,ICU,20,10,50.0
2023-07-15,Emergency,30,21,70.0
2023-07-15,Cardiology,40,27,67.5
2023-07-15,Orthopedics,35,23,65.7
2023-07-15,Neurology,30,30,100.0
2023-07-15,Oncology,45,39,86.7
2023-07-15,General Surgery,50,31,62.0
2023-07-15,Pediatrics,25,13,52.0
2023-07-15,ICU,20,17,85.0
2023-07-16,Emergency,30,29,96.7
2023-07-16,Cardiology,40,32,80.0
2023-07-16,Orthopedics,35,19,54.3
2023-07-16,Neurology,30,23,76.7
2023-07-16,Oncology,45,32,71.1
2023-07-16,General Surgery,50,36,72.0
2023-07-16,Pediatrics,25,24,96.0
2023-07-16,ICU,20,13,65.0
2023-07-17,Emergency,30,22,73.3
2023-07-17,Cardiology,40,38,95.0
2023-07-17,Orthopedics,35,35,100.0
2023-07-17,Neurology,30,27,90.0
2023-07-17,Oncology,45,26,57.8
2023-07-17,General Surgery,50,29,58.0
2023-07-17,Pediatrics,25,15,60.0
2023-07-17,ICU,20,17,85.0
2023-07-18,Emergency,30,22,73.3
2023-07-18,Cardiology,40,31,77.5
2023-07-18,Orthopedics,35,26,74.3
2023-07-18,Neurology,30,25,83.3
2023-07-18,Oncology,45,24,53.3
2023-07-18,General Surgery,50,49,98.0
2023-07-18,Pediatrics,25,15,60.0
2023-07-18,ICU,20,17,85.0
2023-07-19,Emergency,30,21,70.0
2023-07-19,Cardiology,40,21,52.5
2023-07-19,Orthopedics,35,25,71.4
2023-07-19,Neurology,30,30,100.0
2023-07-19,Oncology,45,38,84.4
2023-07-19,General Surgery,50,34,68.0
2023-07-19,Pediatrics,25,12,48.0
2023-07-19,ICU,20,14,70.0
2023-07-20,Emergency,30,26,86.7
2023-07-20,Cardiology,40,33,82.5
2023-07-20,Orthopedics,35,21,60.0
2023-07-20,Neurology,30,17,56.7
2023-07-20,Oncology,45,36,80.0
2023-07-20,General Surgery,50,42,84.0
2023-07-20,Pediatrics,25,20,80.0
2023-07-20,ICU,20,12,60.0
2023-07-21,Emergency,30,28,93.3
2023-07-21,Cardiology,40,28,70.0
2023-07-21,Orthopedics,35,26,74.3
2023-07-21,Neurology,30,16,53.3
2023-07-21,Oncology,45,31,68.9
2023-07-21,General Surgery,50,45,90.0
2023-07-21,Pediatrics,25,14,56.0
2023-07-21,ICU,20,19,95.0
2023-07-22,Emergency,30,21,70.0
2023-07-22,Cardiology,40,22,55.0
2023-07-22,Orthopedics,35,22,62.9
2023-07-22,Neurology,30,25,83.3
2023-07-22,Oncology,45,33,73.3
2023-07-22,General Surgery,50,32,64.0
2023-07-22,Pediatrics,25,13,52.0
2023-07-22,ICU,20,11,55.0
2023-07-23,Emergency,30,26,86.7
2023-07-23,Cardiology,40,33,82.5
2023-07-23,Orthopedics,35,29,82.9
2023-07-23,Neurology,30,24,80.0
2023-07-23,Oncology,45,45,100.0
2023-07-23,General Surgery,50,36,72.0
2023-07-23,Pediatrics,25,24,96.0
2023-07-23,ICU,20,11,55.0
2023-07-24,Emergency,30,20,66.7
2023-07-24,Cardiology,40,38,95.0
2023-07-24,Orthopedics,35,22,62.9
2023-07-24,Neurology,30,30,100.0
2023-07-24,Oncology,45,42,93.3
2023-07-24,General Surgery,50,35,70.0
2023-07-24,Pediatrics,25,18,72.0
2023-07-24,ICU,20,11,55.0
2023-07-25,Emergency,30,24,80.0
2023-07-25,Cardiology,40,27,67.5
2023-07-25,Orthopedics,35,27,77.1
2023-07-25,Neurology,30,27,90.0
2023-07-25,Oncology,45,38,84.4
2023-07-25,General Surgery,50,27,54.0
2023-07-25,Pediatrics,25,21,84.0
2023-07-25,ICU,20,13,65.0
2023-07-26,Emergency,30,26,86.7
2023-07-26,Cardiology,40,35,87.5
2023-07-26,Orthopedics,35,19,54.3
2023-07-26,Neurology,30,25,83.3
2023-07-26,Oncology,45,30,66.7
2023-07-26,General Surgery,50,49,98.0
2023-07-26,Pediatrics,25,18,72.0
2023-07-26,ICU,20,10,50.0
2023-07-27,Emergency,30,19,63.3
2023-07-27,Cardiology,40,21,52.5
2023-07-27,Orthopedics,35,26,74.3
2023-07-27,Neurology,30,21,70.0
2023-07-27,Oncology,45,22,48.9
2023-07-27,General Surgery,50,29,58.0
2023-07-27,Pediatrics,25,20,80.0
2023-07-27,ICU,20,20,100.0
2023-07-28,Emergency,30,30,100.0
2023-07-28,Cardiology,40,25,62.5
2023-07-28,Orthopedics,35,31,88.6
2023-07-28,Neurology,30,21,70.0
2023-07-28,Oncology,45,43,95.6
2023-07-28,General Surgery,50,25,50.0
2023-07-28,Pediatrics,25,20,80.0
2023-07-28,ICU,20,18,90.0
2023-07-29,Emergency,30,16,53.3
2023-07-29,Cardiology,40,20,50.0
2023-07-29,Orthopedics,35,20,57.1
2023-07-29,Neurology,30,15,50.0
2023-07-29,Oncology,45,32,71.1
2023-07-29,General Surgery,50,32,64.0
2023-07-29,Pediatrics,25,24,96.0
2023-07-29,ICU,20,14,70.0
2023-07-30,Emergency,30,20,66.7
2023-07-30,Cardiology,40,31,77.5
2023-07-30,Orthopedics,35,19,54.3
2023-07-30,Neurology,30,26,86.7
2023-07-30,Oncology,45,36,80.0
2023-07-30,General Surgery,50,33,66.0
2023-07-30,Pediatrics,25,15,60.0
2023-07-30,ICU,20,18,90.0
2023-07-31,Emergency,30,24,80.0
2023-07-31,Cardiology,40,27,67.5
2023-07-31,Orthopedics,35,28,80.0
2023-07-31,Neurology,30,27,90.0
2023-07-31,Oncology,45,33,73.3
2023-07-31,General Surgery,50,31,62.0
2023-07-31,Pediatrics,25,25,100.0
2023-07-31,ICU,20,18,90.0
2023-08-01,Emergency,30,17,56.7
2023-08-01,Cardiology,40,30,75.0
2023-08-01,Orthopedics,35,21,60.0
2023-08-01,Neurology,30,29,96.7
2023-08-01,Oncology,45,33,73.3
2023-08-01,General Surgery,50,46,92.0
2023-08-01,Pediatrics,25,22,88.0
2023-08-01,ICU,20,12,60.0
2023-08-02,Emergency,30,30,100.0
2023-08-02,Cardiology,40,23,57.5
2023-08-02,Orthopedics,35,22,62.9
2023-08-02,Neurology,30,15,50.0
2023-08-02,Oncology,45,31,68.9
2023-08-02,General Surgery,50,38,76.0
2023-08-02,Pediatrics,25,25,100.0
2023-08-02,ICU,20,19,95.0
2023-08-03,Emergency,30,23,76.7
2023-08-03,Cardiology,40,29,72.5
2023-08-03,Orthopedics,35,32,91.4
2023-08-03,Neurology,30,18,60.0
2023-08-03,Oncology,45,39,86.7
2023-08-03,General Surgery,50,43,86.0
2023-08-03,Pediatrics,25,18,72.0
2023-08-03,ICU,20,10,50.0
2023-08-04,Emergency,30,30,100.0
2023-08-04,Cardiology,40,32,80.0
2023-08-04,Orthopedics,35,27,77.1
2023-08-04,Neurology,30,27,90.0
2023-08-04,Oncology,45,44,97.8
2023-08-04,General Surgery,50,46,92.0
2023-08-04,Pediatrics,25,22,88.0
2023-08-04,ICU,20,16,80.0
2023-08-05,Emergency,30,17,56.7
2023-08-05,Cardiology,40,35,87.5
2023-08-05,Orthopedics,35,32,91.4
2023-08-05,Neurology,30,23,76.7
2023-08-05,Oncology,45,32,71.1
2023-08-05,General Surgery,50,44,88.0
2023-08-05,Pediatrics,25,19,76.0
2023-08-05,ICU,20,12,60.0
2023-08-06,Emergency,30,25,83.3
2023-08-06,Cardiology,40,36,90.0
2023-08-06,Orthopedics,35,29,82.9
2023-08-06,Neurology,30,16,53.3
2023-08-06,Oncology,45,38,84.4
2023-08-06,General Surgery,50,28,56.0
2023-08-06,Pediatrics,25,23,92.0
2023-08-06,ICU,20,16,80.0
2023-08-07,Emergency,30,24,80.0
2023-08-07,Cardiology,40,21,52.5
2023-08-07,Orthopedics,35,20,57.1
2023-08-07,Neurology,30,21,70.0
2023-08-07,Oncology,45,31,68.9
2023-08-07,General Surgery,50,45,90.0
2023-08-07,Pediatrics,25,22,88.0
2023-08-07,ICU,20,12,60.0
2023-08-08,Emergency,30,15,50.0
2023-08-08,Cardiology,40,27,67.5
2023-08-08,Orthopedics,35,17,48.6
2023-08-08,Neurology,30,25,83.3
2023-08-08,Oncology,45,38,84.4
2023-08-08,General Surgery,50,34,68.0
2023-08-08,Pediatrics,25,25,100.0
2023-08-08,ICU,20,15,75.0
2023-08-09,Emergency,30,28,93.3
2023-08-09,Cardiology,40,39,97.5
2023-08-09,Orthopedics,35,29,82.9
2023-08-09,Neurology,30,20,66.7
2023-08-09,Oncology,45,23,51.1
2023-08-09,General Surgery,50,47,94.0
2023-08-09,Pediatrics,25,17,68.0
2023-08-09,ICU,20,12,60.0
2023-08-10,Emergency,30,19,63.3
2023-08-10,Cardiology,40,28,70.0
2023-08-10,Orthopedics,35,22,62.9
2023-08-10,Neurology,30,17,56.7
2023-08-10,Oncology,45,36,80.0
2023-08-10,General Surgery,50,38,76.0
2023-08-10,Pediatrics,25,14,56.0
2023-08-10,ICU,20,14,70.0
2023-08-11,Emergency,30,28,93.3
2023-08-11,Cardiology,40,30,75.0
2023-08-11,Orthopedics,35,23,65.7
2023-08-11,Neurology,30,27,90.0
2023-08-11,Oncology,45,42,93.3
2023-08-11,General Surgery,50,43,86.0
2023-08-11,Pediatrics,25,20,80.0
2023-08-11,ICU,20,13,65.0
2023-08-12,Emergency,30,16,53.3
2023-08-12,Cardiology,40,21,52.5
2023-08-12,Orthopedics,35,32,91.4
2023-08-12,Neurology,30,15,50.0
2023-08-12,Oncology,45,28,62.2
2023-08-12,General Surgery,50,33,66.0
2023-08-12,Pediatrics,25,21,84.0
2023-08-12,ICU,20,17,85.0
2023-08-13,Emergency,30,24,80.0
2023-08-13,Cardiology,40,21,52.5
2023-08-13,Orthopedics,35,23,65.7
2023-08-13,Neurology,30,29,96.7
2023-08-13,Oncology,45,27,60.0
2023-08-13,General Surgery,50,25,50.0
2023-08-13,Pediatrics,25,16,64.0
2023-08-13,ICU,20,12,60.0
2023-08-14,Emergency,30,27,90.0
2023-08-14,Cardiology,40,35,87.5
2023-08-14,Orthopedics,35,25,71.4
2023-08-14,Neurology,30,21,70.0
2023-08-14,Oncology,45,34,75.6
2023-08-14,General Surgery,50,25,50.0
2023-08-14,Pediatrics,25,22,88.0
2023-08-14,ICU,20,11,55.0
2023-08-15,Emergency,30,24,80.0
2023-08-15,Cardiology,40,30,75.0
2023-08-15,Orthopedics,35,33,94.3
2023-08-15,Neurology,30,23,76.7
2023-08-15,Oncology,45,31,68.9
2023-08-15,General Surgery,50,28,56.0
2023-08-15,Pediatrics,25,19,76.0
2023-08-15,ICU,20,20,100.0
2023-08-16,Emergency,30,27,90.0
2023-08-16,Cardiology,40,24,60.0
2023-08-16,Orthopedics,35,27,77.1
2023-08-16,Neurology,30,26,86.7
2023-08-16,Oncology,45,43,95.6
2023-08-16,General Surgery,50,33,66.0
2023-08-16,Pediatrics,25,15,60.0
2023-08-16,ICU,20,15,75.0
2023-08-17,Emergency,30,18,60.0
2023-08-17,Cardiology,40,32,80.0
2023-08-17,Orthopedics,35,27,77.1
2023-08-17,Neurology,30,23,76.7
2023-08-17,Oncology,45,33,73.3
2023-08-17,General Surgery,50,49,98.0
2023-08-17,Pediatrics,25,21,84.0
2023-08-17,ICU,20,11,55.0
2023-08-18,Emergency,30,17,56.7
2023-08-18,Cardiology,40,33,82.5
2023-08-18,Orthopedics,35,30,85.7
2023-08-18,Neurology,30,18,60.0
2023-08-18,Oncology,45,35,77.8
2023-08-18,General Surgery,50,49,98.0
2023-08-18,Pediatrics,25,15,60.0
2023-08-18,ICU,20,17,85.0
2023-08-19,Emergency,30,26,86.7
2023-08-19,Cardiology,40,35,87.5
2023-08-19,Orthopedics,35,18,51.4
2023-08-19,Neurology,30,21,70.0
2023-08-19,Oncology,45,37,82.2
2023-08-19,General Surgery,50,42,84.0
2023-08-19,Pediatrics,25,25,100.0
2023-08-19,ICU,20,15,75.0
2023-08-20,Emergency,30,20,66.7
2023-08-20,Cardiology,40,32,80.0
2023-08-20,Orthopedics,35,35,100.0
2023-08-20,Neurology,30,24,80.0
2023-08-20,Oncology,45,33,73.3
2023-08-20,General Surgery,50,33,66.0
2023-08-20,Pediatrics,25,24,96.0
2023-08-20,ICU,20,13,65.0
2023-08-21,Emergency,30,29,96.7
2023-08-21,Cardiology,40,30,75.0
2023-08-21,Orthopedics,35,35,100.0
2023-08-21,Neurology,30,16,53.3
2023-08-21,Oncology,45,33,73.3
2023-08-21,General Surgery,50,36,72.0
2023-08-21,Pediatrics,25,15,60.0
2023-08-21,ICU,20,11,55.0
2023-08-22,Emergency,30,15,50.0
2023-08-22,Cardiology,40,24,60.0
2023-08-22,Orthopedics,35,25,71.4
2023-08-22,Neurology,30,16,53.3
2023-08-22,Oncology,45,41,91.1
2023-08-22,General Surgery,50,34,68.0
2023-08-22,Pediatrics,25,13,52.0
2023-08-22,ICU,20,18,90.0
2023-08-23,Emergency,30,15,50.0
2023-08-23,Cardiology,40,27,67.5
2023-08-23,Orthopedics,35,27,77.1
2023-08-23,Neurology,30,23,76.7
2023-08-23,Oncology,45,27,60.0
2023-08-23,General Surgery,50,43,86.0
2023-08-23,Pediatrics,25,21,84.0
2023-08-23,ICU,20,18,90.0
2023-08-24,Emergency,30,22,73.3
2023-08-24,Cardiology,40,29,72.5
2023-08-24,Orthopedics,35,21,60.0
2023-08-24,Neurology,30,25,83.3
2023-08-24,Oncology,45,40,88.9
2023-08-24,General Surgery,50,38,76.0
2023-08-24,Pediatrics,25,16,64.0
2023-08-24,ICU,20,14,70.0
2023-08-25,Emergency,30,19,63.3
2023-08-25,Cardiology,40,34,85.0
2023-08-25,Orthopedics,35,21,60.0
2023-08-25,Neurology,30,26,86.7
2023-08-25,Oncology,45,25,55.6
2023-08-25,General Surgery,50,40,80.0
2023-08-25,Pediatrics,25,16,64.0
2023-08-25,ICU,20,18,90.0
2023-08-26,Emergency,30,17,56.7
2023-08-26,Cardiology,40,34,85.0
2023-08-26,Orthopedics,35,29,82.9
2023-08-26,Neurology,30,18,60.0
2023-08-26,Oncology,45,26,57.8
2023-08-26,General Surgery,50,33,66.0
2023-08-26,Pediatrics,25,14,56.0
2023-08-26,ICU,20,15,75.0
2023-08-27,Emergency,30,20,66.7
2023-08-27,Cardiology,40,35,87.5
2023-08-27,Orthopedics,35,17,48.6
2023-08-27,Neurology,30,20,66.7
2023-08-27,Oncology,45,43,95.6
2023-08-27,General Surgery,50,38,76.0
2023-08-27,Pediatrics,25,21,84.0
2023-08-27,ICU,20,16,80.0
2023-08-28,Emergency,30,30,100.0
2023-08-28,Cardiology,40,39,97.5
2023-08-28,Orthopedics,35,33,94.3
2023-08-28,Neurology,30,24,80.0
2023-08-28,Oncology,45,24,53.3
2023-08-28,General Surgery,50,46,92.0
2023-08-28,Pediatrics,25,16,64.0
2023-08-28,ICU,20,10,50.0
2023-08-29,Emergency,30,24,80.0
2023-08-29,Cardiology,40,37,92.5
2023-08-29,Orthopedics,35,30,85.7
2023-08-29,Neurology,30,23,76.7
2023-08-29,Oncology,45,30,66.7
2023-08-29,General Surgery,50,44,88.0
2023-08-29,Pediatrics,25,24,96.0
2023-08-29,ICU,20,20,100.0
2023-08-30,Emergency,30,22,73.3
2023-08-30,Cardiology,40,21,52.5
2023-08-30,Orthopedics,35,34,97.1
2023-08-30,Neurology,30,29,96.7
2023-08-30,Oncology,45,23,51.1
2023-08-30,General Surgery,50,29,58.0
2023-08-30,Pediatrics,25,23,92.0
2023-08-30,ICU,20,14,70.0
2023-08-31,Emergency,30,25,83.3
2023-08-31,Cardiology,40,34,85.0
2023-08-31,Orthopedics,35,21,60.0
2023-08-31,Neurology,30,16,53.3
2023-08-31,Oncology,45,30,66.7
2023-08-31,General Surgery,50,46,92.0
2023-08-31,Pediatrics,25,25,100.0
2023-08-31,ICU,20,16,80.0
2023-09-01,Emergency,30,25,83.3
2023-09-01,Cardiology,40,26,65.0
2023-09-01,Orthopedics,35,35,100.0
2023-09-01,Neurology,30,26,86.7
2023-09-01,Oncology,45,39,86.7
2023-09-01,General Surgery,50,30,60.0
2023-09-01,Pediatrics,25,12,48.0
2023-09-01,ICU,20,20,100.0
2023-09-02,Emergency,30,22,73.3
2023-09-02,Cardiology,40,24,60.0
2023-09-02,Orthopedics,35,19,54.3
2023-09-02,Neurology,30,25,83.3
2023-09-02,Oncology,45,32,71.1
2023-09-02,General Surgery,50,36,72.0
2023-09-02,Pediatrics,25,20,80.0
2023-09-02,ICU,20,16,80.0
2023-09-03,Emergency,30,23,76.7
2023-09-03,Cardiology,40,30,75.0
2023-09-03,Orthopedics,35,17,48.6
2023-09-03,Neurology,30,23,76.7
2023-09-03,Oncology,45,38,84.4
2023-09-03,General Surgery,50,43,86.0
2023-09-03,Pediatrics,25,15,60.0
2023-09-03,ICU,20,15,75.0
2023-09-04,Emergency,30,21,70.0
2023-09-04,Cardiology,40,24,60.0
2023-09-04,Orthopedics,35,31,88.6
2023-09-04,Neurology,30,19,63.3
2023-09-04,Oncology,45,28,62.2
2023-09-04,General Surgery,50,39,78.0
2023-09-04,Pediatrics,25,15,60.0
2023-09-04,ICU,20,13,65.0
2023-09-05,Emergency,30,29,96.7
2023-09-05,Cardiology,40,37,92.5
2023-09-05,Orthopedics,35,30,85.7
2023-09-05,Neurology,30,29,96.7
2023-09-05,Oncology,45,44,97.8
2023-09-05,General Surgery,50,48,96.0
2023-09-05,Pediatrics,25,24,96.0
2023-09-05,ICU,20,19,95.0
2023-09-06,Emergency,30,30,100.0
2023-09-06,Cardiology,40,29,72.5
2023-09-06,Orthopedics,35,27,77.1
2023-09-06,Neurology,30,27,90.0
2023-09-06,Oncology,45,36,80.0
2023-09-06,General Surgery,50,27,54.0
2023-09-06,Pediatrics,25,21,84.0
2023-09-06,ICU,20,17,85.0
2023-09-07,Emergency,30,19,63.3
2023-09-07,Cardiology,40,38,95.0
2023-09-07,Orthopedics,35,32,91.4
2023-09-07,Neurology,30,23,76.7
2023-09-07,Oncology,45,38,84.4
2023-09-07,General Surgery,50,33,66.0
2023-09-07,Pediatrics,25,24,96.0
2023-09-07,ICU,20,19,95.0
2023-09-08,Emergency,30,30,100.0
2023-09-08,Cardiology,40,26,65.0
2023-09-08,Orthopedics,35,34,97.1
2023-09-08,Neurology,30,18,60.0
2023-09-08,Oncology,45,41,91.1
2023-09-08,General Surgery,50,30,60.0
2023-09-08,Pediatrics,25,15,60.0
2023-09-08,ICU,20,15,75.0
2023-09-09,Emergency,30,18,60.0
2023-09-09,Cardiology,40,32,80.0
2023-09-09,Orthopedics,35,18,51.4
2023-09-09,Neurology,30,27,90.0
2023-09-09,Oncology,45,40,88.9
2023-09-09,General Surgery,50,28,56.0
2023-09-09,Pediatrics,25,20,80.0
2023-09-09,ICU,20,20,100.0
2023-09-10,Emergency,30,22,73.3
2023-09-10,Cardiology,40,27,67.5
2023-09-10,Orthopedics,35,17,48.6
2023-09-10,Neurology,30,23,76.7
2023-09-10,Oncology,45,22,48.9
2023-09-10,General Surgery,50,38,76.0
2023-09-10,Pediatrics,25,15,60.0
2023-09-10,ICU,20,10,50.0
2023-09-11,Emergency,30,15,50.0
2023-09-11,Cardiology,40,21,52.5
2023-09-11,Orthopedics,35,18,51.4
2023-09-11,Neurology,30,28,93.3
2023-09-11,Oncology,45,27,60.0
2023-09-11,General Surgery,50,36,72.0
